building_id,damage_numeric,predicted_severity
285904000341,2.0,1.8801919559024955
285904000391,5.0,4.987913556129212
285904000422,1.0,1.578989911701069
285904000471,1.0,2.3147270305173375
285904000482,5.0,4.987913556129212
285904000521,4.0,3.2911149395901207
285904000551,1.0,2.5035030880872684
285904000571,3.0,2.8355238630370776
285904000651,5.0,4.987913556129212
285904000671,5.0,4.987913556129212
285904000701,4.0,3.352913355478731
285904000731,5.0,4.987913556129212
285904000751,2.0,3.4358338993202175
285904000841,5.0,4.987913556129212
285904000901,3.0,3.4586209874325675
285904000911,4.0,3.4586209874325675
285904000971,4.0,3.6207535250195026
285904001001,3.0,3.3090264212524887
285904001021,2.0,3.4335662869212613
285904001051,5.0,4.987913556129212
285904001101,2.0,3.4586209874325675
285904001131,5.0,4.987913556129212
285904001161,3.0,3.4586209874325675
285904001221,5.0,4.987913556129212
285904001241,5.0,4.987913556129212
285904001251,5.0,4.987913556129212
285904001321,5.0,4.987913556129212
285904001391,5.0,4.987913556129212
285904001401,5.0,4.987913556129212
285905000012,5.0,4.987913556129212
285905000021,4.0,3.559033194489958
285905000031,5.0,4.987913556129212
285905000091,4.0,3.5494692364913414
285905000111,5.0,4.987913556129212
285905000121,3.0,3.4514775998197367
285905000311,1.0,1.602659249466741
285905000351,5.0,4.987913556129212
285905000401,5.0,4.987913556129212
285905000441,5.0,4.987913556129212
285905000451,5.0,4.987913556129212
285905000491,1.0,2.541924783691718
285905000661,3.0,3.4514775998197367
285905000721,3.0,3.5494692364913414
285905000761,3.0,3.285709970330308
285905000791,5.0,4.987913556129212
285905000841,5.0,4.987913556129212
285905000931,5.0,4.987913556129212
285905000941,3.0,3.4596465776865335
285905000981,5.0,4.987913556129212
285905001101,5.0,4.987913556129212
285905001121,5.0,4.987913556129212
285905001141,5.0,4.987913556129212
285905001181,5.0,4.987913556129212
285905001211,3.0,3.4596465776865335
285905001261,3.0,3.4596465776865335
285905001341,5.0,4.987913556129212
285905001391,5.0,4.987913556129212
285905001461,5.0,4.987913556129212
285905001551,5.0,4.987913556129212
285905001591,5.0,4.987913556129212
